# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  162       6.413958903117e-10       1.438397027106e-13      -6.046658171368e-12       3.774527640791e-15       2.672460169173e-12       4.993838590137e-13      -3.138315185163e-15 
  163       6.454205637043e-10       1.423879880244e-13      -6.007631366752e-12       3.697029594307e-15       2.624940362485e-12       4.922889168687e-13      -3.070810082409e-15 
  164       6.494070070796e-10       1.409019283490e-13      -5.965137188279e-12       3.621968220400e-15       2.578568964406e-12       4.853231282332e-13      -3.003445295027e-15 
  165       6.533536627434e-10       1.393842539430e-13      -5.919154404246e-12       3.549348387058e-15       2.533307410102e-12       4.784894233360e-13      -2.936419880341e-15 
  166       6.572589282186e-10       1.378378173801e-13      -5.869663501567e-12       3.479169635975e-15       2.489112254040e-12       4.717904643687e-13      -2.869940363985e-15 
  167       6.611211555122e-10       1.362655951649e-13      -5.816646719240e-12       3.411426067637e-15       2.445935076974e-12       4.652286386652e-13      -2.804220835611e-15 
  168       6.649386503827e-10       1.346706893476e-13      -5.760088081817e-12       3.346106226398e-15       2.403722392922e-12       4.588060518825e-13      -2.739483044603e-15 
  169       6.687096716070e-10       1.330563291397e-13      -5.699973432872e-12       3.283192985567e-15       2.362415556152e-12       4.525245211803e-13      -2.675956495786e-15 
  170       6.724324302475e-10       1.314258725290e-13      -5.636290468467e-12       3.222663432489e-15       2.321950668162e-12       4.463855684012e-13      -2.613878545140e-15 
  171       6.761052296086e-10       1.297827059335e-13      -5.569028751636e-12       3.164495856074e-15       2.282271506285e-12       4.403899779088e-13      -2.553443638549e-15 
  172       6.797268997336e-10       1.281299303912e-13      -5.498179687123e-12       3.108691603782e-15       2.243369713935e-12       4.345364430067e-13      -2.494646078073e-15 
  173       6.832963979008e-10       1.264706521778e-13      -5.423736608662e-12       3.055254835375e-15       2.205247798825e-12       4.288227930626e-13      -2.437424267724e-15 
  174       6.868126710380e-10       1.248080836033e-13      -5.345694830909e-12       3.004185499216e-15       2.167906373398e-12       4.232464101593e-13      -2.381710279383e-15 
  175       6.902746555637e-10       1.231455442113e-13      -5.264051682834e-12       2.955479246330e-15       2.131344114938e-12       4.178042204990e-13      -2.327429741015e-15 
  176       6.936812772283e-10       1.214864619780e-13      -5.178806541109e-12       2.909127344462e-15       2.095557725679e-12       4.124926858070e-13      -2.274501724886e-15 
  177       6.970314509552e-10       1.198343745121e-13      -5.089960863503e-12       2.865116592140e-15       2.060541892915e-12       4.073077947358e-13      -2.222838635782e-15 
  178       7.003240806818e-10       1.181929302533e-13      -4.997518222268e-12       2.823429232731e-15       2.026289249109e-12       4.022450542690e-13      -2.172346099221e-15 
  179       7.035580592012e-10       1.165658896722e-13      -4.901484337534e-12       2.784042868503e-15       1.992790332005e-12       3.972994811248e-13      -2.122922849676e-15 
  180       7.067322680027e-10       1.149571264691e-13      -4.801867110693e-12       2.746930374683e-15       1.960033544736e-12       3.924655931607e-13      -2.074460618786e-15 
  181       7.098455771136e-10       1.133706287737e-13      -4.698676657797e-12       2.712059813520e-15       1.928005115937e-12       3.877374007765e-13      -2.026844023575e-15 
  182       7.128968449397e-10       1.118105003440e-13      -4.591925342940e-12       2.679394348340e-15       1.896689059849e-12       3.831083983191e-13      -1.979950454669e-15 
  183       7.158849181072e-10       1.102809617657e-13      -4.481627811659e-12       2.648892157611e-15       1.866067136435e-12       3.785715554857e-13      -1.933649964513e-15 
  184       7.188086313031e-10       1.087863516517e-13      -4.367801024313e-12       2.620506348997e-15       1.836118811486e-12       3.741193087282e-13      -1.887805155586e-15 
  185       7.216668071172e-10       1.073311278409e-13      -4.250464289482e-12       2.594184873423e-15       1.806821216736e-12       3.697435526569e-13      -1.842271068619e-15 
  186       7.244582558825e-10       1.059198685979e-13      -4.129639297354e-12       2.569870439131e-15       1.778149109963e-12       3.654356314443e-13      -1.796895070811e-15 
  187       7.271817755168e-10       1.045572738122e-13      -4.005350153115e-12       2.547500425742e-15       1.750074835108e-12       3.611863302294e-13      -1.751516744044e-15 
  188       7.298361513638e-10       1.032481661972e-13      -3.877623410341e-12       2.527006798316e-15       1.722568282380e-12       3.569858665212e-13      -1.705967773106e-15 
  189       7.324201560341e-10       1.019974924897e-13      -3.746488104387e-12       2.508316021407e-15       1.695596848368e-12       3.528238816028e-13      -1.660071833899e-15 
  190       7.349325492468e-10       1.008103246491e-13      -3.611975785778e-12       2.491348973130e-15       1.669125396148e-12       3.486894319356e-13      -1.613644481662e-15 
  191       7.373721733813e-10       9.969165359363e-14      -3.474119124195e-12       2.476032094188e-15       1.643123201294e-12       3.445732634466e-13      -1.566533664073e-15 
  192       7.397382484702e-10       9.864575063136e-14      -3.332947533902e-12       2.462331948001e-15       1.617585454878e-12       3.404748428222e-13      -1.518744887260e-15 
  193       7.420300990787e-10       9.767676032954e-14      -3.188491283706e-12       2.450223093403e-15       1.592513300294e-12       3.363958382841e-13      -1.470325244660e-15 
  194       7.442470607364e-10       9.678890418744e-14      -3.040782925374e-12       2.439677033942e-15       1.567906975483e-12       3.323378830151e-13      -1.421323657413e-15 
  195       7.463884800917e-10       9.598648115667e-14      -2.889857322350e-12       2.430662168704e-15       1.543765795908e-12       3.283025740331e-13      -1.371790895518e-15 
  196       7.484537150661e-10       9.527386816164e-14      -2.735751678463e-12       2.423143743134e-15       1.520088137519e-12       3.242914710652e-13      -1.321779598983e-15 
  197       7.504421350086e-10       9.465552061990e-14      -2.578505566642e-12       2.417083799862e-15       1.496871419727e-12       3.203060954218e-13      -1.271344298978e-15 
  198       7.523531208500e-10       9.413597296257e-14      -2.418160957630e-12       2.412441129527e-15       1.474112088369e-12       3.163479288706e-13      -1.220541438984e-15 
  199       7.541860652575e-10       9.371983915474e-14      -2.254762248697e-12       2.409171221597e-15       1.451805598681e-12       3.124184125111e-13      -1.169429395945e-15 
  200       7.559403727888e-10       9.341181321585e-14      -2.088356292351e-12       2.407226215193e-15       1.429946398268e-12       3.085189456478e-13      -1.118068501423e-15 
  201       7.576154600464e-10       9.321666974010e-14      -1.918992425053e-12       2.406554849918e-15       1.408527910068e-12       3.046508846653e-13      -1.066521062743e-15 
  202       7.592107558322e-10       9.313926441687e-14      -1.746722495929e-12       2.407102416671e-15       1.387542515329e-12       3.008155419017e-13      -1.014851384151e-15 
  203       7.607257013018e-10       9.318453455109e-14      -1.571600895485e-12       2.408810708478e-15       1.366981536573e-12       2.970141845231e-13      -9.631257879630e-16 
  204       7.621597501189e-10       9.335749958364e-14      -1.393684584317e-12       2.411617971314e-15       1.346835220568e-12       2.932480333973e-13      -9.114126357139e-16 
  205       7.635123686092e-10       9.366326161179e-14      -1.213033121826e-12       2.415458854921e-15       1.327092721296e-12       2.895182619681e-13      -8.597823493134e-16 
  206       7.647830359155e-10       9.410700590953e-14      -1.029708694933e-12       2.420264363638e-15       1.307742082927e-12       2.858259951295e-13      -8.083074321946e-16 
  207       7.659712441516e-10       9.469400144804e-14      -8.437761467860e-13       2.425961807224e-15       1.288770222780e-12       2.821723080996e-13      -7.570624904668e-16 
  208       7.670764985567e-10       9.542960141603e-14      -6.553030054798e-13       2.432474751674e-15       1.270162914301e-12       2.785582252949e-13      -7.061242540666e-16 
  209       7.680983176498e-10       9.631924374021e-14      -4.643595127649e-13       2.439722970053e-15       1.251904770028e-12       2.749847192038e-13      -6.555715979090e-16 
  210       7.690362333841e-10       9.736845160559e-14      -2.710186527621e-13       2.447622393310e-15       1.233979224563e-12       2.714527092617e-13      -6.054855630398e-16 
  211       7.698897913013e-10       9.858283397600e-14      -7.535618067519e-14       2.456085061108e-15       1.216368517538e-12       2.679630607240e-13      -5.559493777864e-16 
  212       7.706585506861e-10       9.996808611436e-14       1.225493484959e-13       2.465019072643e-15       1.199053676587e-12       2.645165835411e-13      -5.070484789096e-16 
  213       7.713421282531e-10       1.015296700852e-13       3.226201935231e-13       2.474341032322e-15       1.182018220789e-12       2.611140007084e-13      -4.588550158348e-16 
  214       7.719403321698e-10       1.032718311818e-13       5.247905986787e-13       2.484014423728e-15       1.165259584513e-12       2.577558532777e-13      -4.113801554519e-16 
  215       7.724530373869e-10       1.051985160538e-13       7.289963212921e-13       2.494013733198e-15       1.148778432468e-12       2.544425867526e-13      -3.646185958628e-16 
  216       7.728801431860e-10       1.073136864352e-13       9.351710382640e-13       2.504312171693e-15       1.132575001370e-12       2.511745798370e-13      -3.185637742480e-16 
  217       7.732215734486e-10       1.096213188226e-13       1.143246326942e-12       2.514881658510e-15       1.116649092707e-12       2.479521432280e-13      -2.732078471674e-16 
  218       7.734772769252e-10       1.121254041528e-13       1.353151645998e-12       2.525692805007e-15       1.101000065504e-12       2.447755184103e-13      -2.285416708622e-16 
  219       7.736472275041e-10       1.148299474812e-13       1.564814316301e-12       2.536714898312e-15       1.085626829086e-12       2.416448764499e-13      -1.845547815564e-16 
  220       7.737314244805e-10       1.177389676589e-13       1.778159501795e-12       2.547915885048e-15       1.070527835843e-12       2.385603167875e-13      -1.412353757578e-16 
  221       7.737298928253e-10       1.208564970116e-13       1.993110190374e-12       2.559262355045e-15       1.055701073993e-12       2.355218660321e-13      -9.857029055930e-17 
  222       7.736426834542e-10       1.241865810166e-13       2.209587174757e-12       2.570719525062e-15       1.041144060347e-12       2.325294767556e-13      -5.654498394083e-17 
  223       7.734698734967e-10       1.277332779814e-13       2.427509033365e-12       2.582251222502e-15       1.026853833073e-12       2.295830262854e-13      -1.514351507027e-17 
  224       7.732115665650e-10       1.315006587212e-13       2.646792111196e-12       2.593819869128e-15       1.012826944461e-12       2.266823154989e-13       2.565147539502e-17 
  225       7.728678930228e-10       1.354928062372e-13       2.867350500699e-12       2.605386464785e-15       9.990594536843e-13       2.238270676171e-13       6.585878500683e-17 
  226       7.724390102546e-10       1.397138153939e-13       3.089096022655e-12       2.616910571114e-15       9.855469195673e-13       2.210169269981e-13       1.054986692247e-16 
  227       7.719251029344e-10       1.441677925977e-13       3.311938207046e-12       2.628350295272e-15       9.722843933464e-13       2.182514579310e-13       1.445928611146e-16 
  228       7.713263832948e-10       1.488588554745e-13       3.535784273933e-12       2.639662273647e-15       9.592664114362e-13       2.155301434296e-13       1.831645910474e-16 
  229       7.706430913959e-10       1.537911325472e-13       3.760539114335e-12       2.650801655576e-15       9.464869881925e-13       2.128523840261e-13       2.212386063976e-16 
  230       7.698754953942e-10       1.589687629147e-13       3.986105271101e-12       2.661722087065e-15       9.339396086770e-13       2.102174965648e-13       2.588411912422e-16 
  231       7.690238918117e-10       1.643958959286e-13       4.212382919785e-12       2.672375694505e-15       9.216172214211e-13       2.076247129961e-13       2.960001860587e-16 
  232       7.680886058049e-10       1.700766908718e-13       4.439269849527e-12       2.682713068388e-15       9.095122311902e-13       2.050731791699e-13       3.327450074242e-16 
  233       7.670699914335e-10       1.760153166365e-13       4.666661443921e-12       2.692683247027e-15       8.976164917475e-13       2.025619536292e-13       3.691066677140e-16 
  234       7.659684319298e-10       1.822159514016e-13       4.894450661897e-12       2.702233700273e-15       8.859212986186e-13       2.000900064046e-13       4.051177948000e-16 
  235       7.647843399670e-10       1.886827823111e-13       5.122528018594e-12       2.711310313231e-15       8.744173818552e-13       1.976562178070e-13       4.408126517494e-16 
  236       7.635181579289e-10       1.954200051516e-13       5.350781566237e-12       2.719857369979e-15       8.630948987993e-13       1.952593772222e-13       4.762271565235e-16 
  237       7.621703581784e-10       2.024318240307e-13       5.579096875009e-12       2.727817537287e-15       8.519434268475e-13       1.928981819040e-13       5.113989016760e-16 
  238       7.607414334576e-10       2.097220760156e-13       5.807363331029e-12       2.735141140832e-15       8.409539693136e-13       1.905714502379e-13       5.463587543718e-16 
  239       7.592318668862e-10       2.172930804820e-13       6.035493493191e-12       2.741814651140e-15       8.301251228231e-13       1.882787783609e-13       5.811050510159e-16 
  240       7.576421606670e-10       2.251467194303e-13       6.263404871937e-12       2.747833891841e-15       8.194572695278e-13       1.860199209825e-13       6.156278774491e-16 
  241       7.559728460384e-10       2.332848051475e-13       6.491013711866e-12       2.753194905693e-15       8.089505946389e-13       1.837945797430e-13       6.499173499452e-16 
  242       7.542244835224e-10       2.417090790939e-13       6.718234985936e-12       2.757893957898e-15       7.986050834385e-13       1.816024024600e-13       6.839636171468e-16 
  243       7.523976631730e-10       2.504212107899e-13       6.944982389668e-12       2.761927539425e-15       7.884205182902e-13       1.794429823745e-13       7.177568620022e-16 
  244       7.504930048241e-10       2.594227967028e-13       7.171168335348e-12       2.765292370329e-15       7.783964756502e-13       1.773158573967e-13       7.512873037009e-16 
  245       7.485111583377e-10       2.687153591333e-13       7.396703946226e-12       2.767985403076e-15       7.685323230787e-13       1.752205093528e-13       7.845451996103e-16 
  246       7.464528038520e-10       2.783003451023e-13       7.621499050724e-12       2.770003825863e-15       7.588272162501e-13       1.731563632307e-13       8.175208472117e-16 
  247       7.443186520298e-10       2.881791252377e-13       7.845462176635e-12       2.771345065936e-15       7.492800959648e-13       1.711227864265e-13       8.502045860365e-16 
  248       7.421094443063e-10       2.983529926611e-13       8.068500545324e-12       2.772006792918e-15       7.398896851598e-13       1.691190879905e-13       8.825867996025e-16 
  249       7.398259531374e-10       3.088231618746e-13       8.290520065935e-12       2.771986922123e-15       7.306544859198e-13       1.671445178733e-13       9.146579173499e-16 
